거래일시,구분,금액,거래후잔액,상대방
2026-08-28 17:05:54,입금,1870334,1870334,서OO
2026-08-28 17:11:15,입금,1891235,3761569,이OO
2026-08-28 17:44:14,출금,1538219,2223350,타행이체
2026-08-28 19:23:18,출금,1743484,479866,타행이체
2026-08-29 02:12:28,입금,1630364,2110230,신OO
2026-08-29 02:42:56,출금,1364685,745545,타행이체
2026-08-29 09:47:32,입금,1688557,2434102,오OO
2026-08-29 10:27:05,출금,1636213,797889,타행이체
2026-08-29 22:25:18,입금,1982607,2780496,장OO
2026-08-30 00:04:39,출금,1858050,922446,타행이체
2026-08-30 09:21:08,입금,1681562,2604008,권OO
2026-08-30 10:48:30,출금,1593844,1010164,타행이체
2026-08-30 17:16:08,입금,944743,1954907,김OO
2026-08-30 18:29:11,출금,784700,1170207,타행이체
