거래일시,구분,금액,거래후잔액,상대방
2026-06-11 09:50:00,입금,265025,265025,한OO
2026-06-16 09:41:00,입금,250704,515729,김OO
2026-06-18 10:35:00,입금,268402,784131,장OO
2026-06-19 19:47:00,입금,138610,922741,김OO
2026-06-20 20:18:00,입금,202259,1125000,권OO
2026-06-25 16:20:00,출금,387496,737504,통신비
2026-06-30 19:57:00,출금,378164,359340,재료비
2026-07-09 10:24:00,입금,262554,621894,장OO
2026-07-17 10:25:00,입금,294156,916050,권OO
2026-07-28 09:24:00,입금,281124,1197174,조OO
2026-07-30 09:20:00,입금,37791,1234965,한OO
2026-07-30 17:21:00,입금,41197,1276162,장OO
2026-08-10 12:06:00,입금,199749,1475911,장OO
2026-08-10 12:10:00,입금,96020,1571931,김OO
2026-08-10 16:45:00,입금,175371,1747302,권OO
2026-08-20 13:11:00,입금,107769,1855071,장OO
2026-08-24 09:34:00,입금,188141,2043212,조OO
2026-08-28 16:01:00,입금,121486,2164698,장OO
