거래일시,구분,금액,거래후잔액,상대방
2026-08-28 00:07:21,입금,1678245,1678245,강OO
2026-08-28 02:20:55,출금,1459677,218568,타행이체
2026-08-28 22:19:20,입금,1789028,2007596,오OO
2026-08-28 23:10:03,출금,1494282,513314,타행이체
2026-08-29 09:11:16,입금,1945617,2458931,한OO
2026-08-29 11:37:03,출금,1794942,663989,타행이체
2026-08-29 13:55:22,입금,1803216,2467205,조OO
2026-08-29 16:48:52,출금,1583481,883724,타행이체
2026-08-29 17:20:03,입금,1354407,2238131,최OO
2026-08-29 20:13:39,출금,1147766,1090365,타행이체
2026-08-30 02:43:20,입금,1424142,2514507,오OO
2026-08-30 03:44:25,출금,1309994,1204513,타행이체
