거래일시,구분,금액,거래후잔액,상대방
2026-08-03 05:00:00,입금,586604,586604,윤OO
2026-08-03 06:14:09,출금,376790,209814,ATM 출금
2026-08-05 00:24:41,입금,752825,962639,한OO
2026-08-05 01:47:24,출금,490863,471776,ATM 출금
2026-08-06 05:07:59,입금,609727,1081503,최OO
2026-08-06 06:42:09,출금,324871,756632,ATM 출금
2026-08-07 04:40:31,입금,461771,1218403,강OO
2026-08-07 05:39:01,출금,250566,967837,ATM 출금
2026-08-08 02:43:38,입금,623241,1591078,조OO
2026-08-08 04:22:09,출금,337106,1253972,ATM 출금
2026-08-08 02:36:00,입금,751914,2005886,장OO
2026-08-08 03:55:56,출금,498682,1507204,ATM 출금
