거래일시,구분,금액,거래후잔액,상대방
2026-06-01 11:00:00,입금,343941,343941,본인(급여)
2026-06-02 03:12:05,출금,130575,213366,정기적금 이체
2026-06-15 13:44:00,입금,338399,551765,최OO
2026-06-24 12:34:00,입금,350126,901891,본인(급여)
2026-07-06 10:15:00,입금,685896,1587787,최OO
2026-07-07 04:15:01,출금,266091,1321696,정기적금 이체
2026-07-19 12:23:00,입금,495892,1817588,본인(급여)
2026-07-20 08:20:01,출금,240439,1577149,정기적금 이체
2026-07-29 17:01:00,입금,745120,2322269,최OO
2026-07-30 15:03:56,출금,346084,1976185,정기적금 이체
2026-08-09 12:13:00,입금,383958,2360143,본인(급여)
2026-08-10 04:07:46,출금,149429,2210714,정기적금 이체
2026-08-21 10:40:00,입금,765471,2976185,최OO
2026-08-21 21:30:49,출금,362838,2613347,정기적금 이체
