거래일시,구분,금액,거래후잔액,상대방
2026-08-03 13:00:00,입금,1805028,1805028,장OO
2026-08-03 14:45:59,출금,1726449,78579,타행이체
2026-08-03 22:32:01,입금,1940106,2018685,서OO
2026-08-04 01:27:17,출금,1783496,235189,타행이체
2026-08-04 23:01:55,입금,978220,1213409,서OO
2026-08-05 00:09:09,출금,893112,320297,타행이체
2026-08-04 13:21:45,입금,892896,1213193,서OO
2026-08-04 14:41:30,출금,835178,378015,타행이체
2026-08-04 02:12:37,입금,1006792,1384807,최OO
2026-08-04 03:59:13,출금,894228,490579,타행이체
2026-08-05 17:51:16,입금,1263537,1754116,조OO
2026-08-05 19:19:56,출금,1176729,577387,타행이체
2026-08-05 00:33:47,입금,1849552,2426939,조OO
2026-08-05 03:33:26,출금,1631436,795503,타행이체
2026-08-05 23:55:35,입금,980050,1775553,신OO
2026-08-06 02:46:41,출금,807644,967909,타행이체
2026-08-06 01:25:18,입금,1754901,2722810,장OO
2026-08-06 03:07:44,출금,1545975,1176835,타행이체
2026-08-06 09:55:37,입금,1748850,2925685,이OO
2026-08-06 11:10:39,출금,1639951,1285734,타행이체
