거래일시,구분,금액,거래후잔액,상대방
2026-08-03 23:00:00,입금,1325104,1325104,조OO
2026-08-04 01:09:40,출금,1206261,118843,타행이체
2026-08-03 01:24:51,입금,1440699,1559542,강OO
2026-08-03 03:33:10,출금,1324908,234634,타행이체
2026-08-03 23:25:22,입금,1799936,2034570,박OO
2026-08-04 01:24:25,출금,1598893,435677,타행이체
2026-08-04 09:59:00,입금,816908,1252585,신OO
2026-08-04 10:47:06,출금,773005,479580,타행이체
2026-08-04 23:32:08,입금,1801810,2281390,최OO
2026-08-05 00:59:36,출금,1665286,616104,타행이체
2026-08-04 09:21:18,입금,1457145,2073249,권OO
2026-08-04 10:36:11,출금,1260521,812728,타행이체
2026-08-05 00:51:43,입금,1079227,1891955,이OO
2026-08-05 02:41:18,출금,864936,1027019,타행이체
2026-08-05 09:03:44,입금,1722955,2749974,오OO
2026-08-05 10:05:41,출금,1597533,1152441,타행이체
