거래일시,구분,금액,거래후잔액,상대방
2026-08-02 22:00:00,입금,1934592,1934592,임OO
2026-08-02 22:40:15,출금,1755250,179342,타행이체
2026-08-03 23:22:02,입금,1277073,1456415,강OO
2026-08-04 02:18:47,출금,1186736,269679,타행이체
2026-08-03 17:59:54,입금,1010778,1280457,박OO
2026-08-03 20:14:00,출금,963859,316598,타행이체
2026-08-04 02:21:59,입금,917690,1234288,조OO
2026-08-04 03:48:12,출금,756861,477427,타행이체
2026-08-04 00:36:56,입금,1986837,2464264,박OO
2026-08-04 01:33:12,출금,1795332,668932,타행이체
2026-08-05 17:40:34,입금,1305056,1973988,권OO
2026-08-05 19:38:02,출금,1095558,878430,타행이체
2026-08-05 02:46:45,입금,1763789,2642219,한OO
2026-08-05 03:18:10,출금,1652295,989924,타행이체
2026-08-06 00:59:20,입금,1946299,2936223,이OO
2026-08-06 02:35:36,출금,1671376,1264847,타행이체
2026-08-06 02:41:22,입금,1689840,2954687,윤OO
2026-08-06 05:18:10,출금,1409101,1545586,타행이체
