거래일시,구분,금액,거래후잔액,상대방
2026-08-04 02:00:00,입금,592477,592477,최OO
2026-08-04 03:37:32,출금,431287,161190,ATM 출금
2026-08-06 23:40:54,입금,652737,813927,윤OO
2026-08-07 01:27:29,출금,373845,440082,ATM 출금
2026-08-06 01:48:11,입금,570902,1010984,정OO
2026-08-06 03:37:24,출금,445573,565411,ATM 출금
2026-08-07 03:33:56,입금,310644,876055,최OO
2026-08-07 04:11:39,출금,244796,631259,ATM 출금
2026-08-08 04:27:05,입금,551997,1183256,윤OO
2026-08-08 05:55:13,출금,384371,798885,ATM 출금
2026-08-10 01:22:51,입금,397573,1196458,최OO
2026-08-10 02:29:14,출금,237479,958979,ATM 출금
