거래일시,구분,금액,거래후잔액,상대방
2026-08-03 02:00:00,입금,821433,821433,이OO
2026-08-03 03:42:15,출금,648082,173351,ATM 출금
2026-08-05 00:36:58,입금,635788,809139,조OO
2026-08-05 01:35:08,출금,329520,479619,ATM 출금
2026-08-06 23:15:25,입금,453011,932630,정OO
2026-08-07 00:35:13,출금,332334,600296,ATM 출금
2026-08-07 00:27:26,입금,609531,1209827,최OO
2026-08-07 01:27:07,출금,397375,812452,ATM 출금
2026-08-08 03:47:27,입금,823555,1636007,한OO
2026-08-08 05:42:21,출금,522978,1113029,ATM 출금
2026-08-09 04:25:28,입금,812356,1925385,한OO
2026-08-09 06:02:01,출금,555920,1369465,ATM 출금
2026-08-10 00:45:07,입금,669283,2038748,박OO
2026-08-10 02:19:57,출금,465370,1573378,ATM 출금
2026-08-12 04:55:16,입금,868471,2441849,김OO
2026-08-12 06:12:25,출금,725718,1716131,ATM 출금
2026-08-12 05:39:52,입금,350871,2067002,김OO
2026-08-12 06:46:59,출금,293685,1773317,ATM 출금
2026-08-13 23:58:43,입금,458366,2231683,최OO
2026-08-14 01:14:14,출금,297608,1934075,ATM 출금
