거래일시,구분,금액,거래후잔액,상대방
2026-08-02 17:00:00,입금,1784396,1784396,윤OO
2026-08-02 18:21:06,출금,1720397,63999,타행이체
2026-08-03 23:01:11,입금,1801870,1865869,신OO
2026-08-03 23:40:59,출금,1592126,273743,타행이체
2026-08-03 00:38:09,입금,912426,1186169,박OO
2026-08-03 03:09:49,출금,877161,309008,타행이체
2026-08-04 23:19:02,입금,1320494,1629502,장OO
2026-08-05 01:43:42,출금,1192503,436999,타행이체
2026-08-04 13:38:36,입금,1273300,1710299,윤OO
2026-08-04 16:24:52,출금,1083005,627294,타행이체
2026-08-04 02:21:05,입금,1699321,2326615,임OO
2026-08-04 04:24:14,출금,1535569,791046,타행이체
2026-08-05 01:16:20,입금,1235762,2026808,정OO
2026-08-05 03:25:24,출금,1021604,1005204,타행이체
2026-08-05 00:39:46,입금,957422,1962626,김OO
2026-08-05 02:11:02,출금,878140,1084486,타행이체
