거래일시,구분,금액,거래후잔액,상대방
2026-08-02 08:00:00,입금,3363985,3363985,김OO
2026-08-02 11:28:32,출금,2871795,492190,ATM 출금
2026-08-02 15:44:54,입금,3419153,3911343,정OO
2026-08-02 18:42:06,출금,3247185,664158,ATM 출금
2026-08-03 01:12:05,입금,1127028,1791186,윤OO
2026-08-03 04:52:06,출금,1037908,753278,ATM 출금
2026-08-03 12:43:11,입금,2267074,3020352,윤OO
2026-08-03 14:27:16,출금,2164954,855398,ATM 출금
2026-08-03 20:53:27,입금,2902301,3757699,이OO
2026-08-03 23:57:24,출금,2526599,1231100,ATM 출금
2026-08-04 06:27:02,입금,2948011,4179111,최OO
2026-08-04 08:28:16,출금,2560869,1618242,ATM 출금
