거래일시,구분,금액,거래후잔액,상대방
2026-08-03 02:00:00,입금,1727422,1727422,박OO
2026-08-03 04:59:32,출금,1509940,217482,타행이체
2026-08-03 17:30:50,입금,991349,1208831,조OO
2026-08-03 19:02:05,출금,847186,361645,타행이체
2026-08-03 09:21:02,입금,1137274,1498919,강OO
2026-08-03 11:35:05,출금,965542,533377,타행이체
2026-08-04 22:54:44,입금,1953636,2487013,윤OO
2026-08-04 23:37:56,출금,1646735,840278,타행이체
2026-08-04 22:50:22,입금,1647616,2487894,한OO
2026-08-05 01:30:47,출금,1447489,1040405,타행이체
2026-08-04 09:16:23,입금,1887246,2927651,임OO
2026-08-04 11:39:51,출금,1710447,1217204,타행이체
2026-08-05 02:21:11,입금,1226892,2444096,장OO
2026-08-05 03:10:50,출금,1041588,1402508,타행이체
2026-08-06 23:24:00,입금,1816514,3219022,김OO
2026-08-07 02:19:58,출금,1641235,1577787,타행이체
2026-08-06 02:18:51,입금,1132143,2709930,장OO
2026-08-06 02:50:54,출금,984238,1725692,타행이체
2026-08-06 17:06:43,입금,1037945,2763637,이OO
2026-08-06 19:13:52,출금,857524,1906113,타행이체
