거래일시,구분,금액,거래후잔액,상대방
2026-08-03 01:00:00,입금,1376408,1376408,장OO
2026-08-03 02:13:18,출금,1283811,92597,타행이체
2026-08-03 23:31:30,입금,1838747,1931344,임OO
2026-08-04 00:18:38,출금,1713287,218057,타행이체
2026-08-04 22:06:41,입금,1569364,1787421,서OO
2026-08-05 00:24:32,출금,1401253,386168,타행이체
2026-08-04 01:01:46,입금,1014782,1400950,정OO
2026-08-04 03:43:00,출금,817385,583565,타행이체
2026-08-05 17:07:55,입금,982416,1565981,신OO
2026-08-05 20:07:01,출금,915471,650510,타행이체
2026-08-05 13:01:39,입금,1535326,2185836,박OO
2026-08-05 15:04:05,출금,1433110,752726,타행이체
