거래일시,구분,금액,거래후잔액,상대방
2026-08-03 00:00:00,입금,817077,817077,이OO
2026-08-03 00:45:02,출금,498731,318346,ATM 출금
2026-08-04 01:59:51,입금,380657,699003,정OO
2026-08-04 03:54:49,출금,300094,398909,ATM 출금
2026-08-05 02:57:19,입금,505047,903956,이OO
2026-08-05 03:39:31,출금,253890,650066,ATM 출금
2026-08-06 05:54:44,입금,698343,1348409,신OO
2026-08-06 06:54:24,출금,442675,905734,ATM 출금
2026-08-08 01:04:01,입금,442736,1348470,조OO
2026-08-08 02:28:19,출금,344500,1003970,ATM 출금
2026-08-09 02:51:26,입금,486266,1490236,조OO
2026-08-09 03:47:40,출금,378306,1111930,ATM 출금
2026-08-10 01:46:02,입금,554200,1666130,강OO
2026-08-10 02:41:16,출금,451310,1214820,ATM 출금
2026-08-11 00:25:03,입금,891240,2106060,임OO
2026-08-11 02:24:48,출금,509763,1596297,ATM 출금
