거래일시,구분,금액,거래후잔액,상대방
2026-08-02 01:00:00,입금,1078272,1078272,박OO
2026-08-02 03:16:42,출금,1014483,63789,타행이체
2026-08-03 17:05:30,입금,1623553,1687342,박OO
2026-08-03 19:02:07,출금,1373009,314333,타행이체
2026-08-03 23:24:20,입금,1747895,2062228,한OO
2026-08-04 01:53:31,출금,1626783,435445,타행이체
2026-08-04 09:37:42,입금,1383481,1818926,윤OO
2026-08-04 12:30:14,출금,1183760,635166,타행이체
2026-08-04 17:38:53,입금,995332,1630498,한OO
2026-08-04 19:48:30,출금,856879,773619,타행이체
2026-08-04 13:09:17,입금,1920769,2694388,최OO
2026-08-04 16:04:30,출금,1805953,888435,타행이체
2026-08-05 02:06:45,입금,1477097,2365532,조OO
2026-08-05 03:58:50,출금,1214470,1151062,타행이체
