거래일시,구분,금액,거래후잔액,상대방
2026-08-04 04:00:00,입금,535113,535113,이OO
2026-08-04 05:40:18,출금,407061,128052,ATM 출금
2026-08-06 00:32:32,입금,559295,687347,신OO
2026-08-06 01:04:22,출금,313738,373609,ATM 출금
2026-08-06 03:48:16,입금,419946,793555,최OO
2026-08-06 05:00:07,출금,253016,540539,ATM 출금
2026-08-07 05:29:36,입금,420096,960635,신OO
2026-08-07 06:14:20,출금,262314,698321,ATM 출금
2026-08-09 03:16:49,입금,627110,1325431,한OO
2026-08-09 05:08:32,출금,407698,917733,ATM 출금
2026-08-10 23:41:42,입금,507963,1425696,임OO
2026-08-11 01:13:51,출금,381427,1044269,ATM 출금
2026-08-11 05:42:50,입금,616232,1660501,한OO
2026-08-11 07:06:52,출금,337955,1322546,ATM 출금
2026-08-12 01:33:09,입금,343064,1665610,장OO
2026-08-12 02:41:42,출금,222383,1443227,ATM 출금
