거래일시,구분,금액,거래후잔액,상대방
2026-08-04 00:00:00,입금,456130,456130,최OO
2026-08-04 01:25:46,출금,274119,182011,ATM 출금
2026-08-05 23:32:39,입금,716176,898187,조OO
2026-08-06 01:29:00,출금,489577,408610,ATM 출금
2026-08-06 01:58:35,입금,536828,945438,한OO
2026-08-06 03:43:06,출금,285724,659714,ATM 출금
2026-08-08 23:53:35,입금,333223,992937,강OO
2026-08-09 00:57:43,출금,240280,752657,ATM 출금
2026-08-08 04:27:15,입금,309909,1062566,박OO
2026-08-08 05:04:42,출금,259744,802822,ATM 출금
2026-08-10 03:54:12,입금,647362,1450184,신OO
2026-08-10 05:51:51,출금,555382,894802,ATM 출금
2026-08-11 00:05:41,입금,540927,1435729,권OO
2026-08-11 01:53:49,출금,462504,973225,ATM 출금
2026-08-12 23:50:59,입금,348823,1322048,한OO
2026-08-13 01:44:18,출금,299891,1022157,ATM 출금
2026-08-13 00:29:06,입금,334500,1356657,권OO
2026-08-13 02:15:38,출금,169345,1187312,ATM 출금
2026-08-14 05:33:23,입금,451195,1638507,신OO
2026-08-14 07:07:32,출금,297481,1341026,ATM 출금
