거래일시,구분,금액,거래후잔액,상대방
2026-08-03 02:00:00,입금,614455,614455,박OO
2026-08-03 03:37:53,출금,423609,190846,ATM 출금
2026-08-05 05:29:36,입금,615344,806190,오OO
2026-08-05 06:12:35,출금,421639,384551,ATM 출금
2026-08-06 02:04:10,입금,732723,1117274,장OO
2026-08-06 03:21:52,출금,480202,637072,ATM 출금
2026-08-06 04:37:10,입금,646305,1283377,이OO
2026-08-06 06:30:10,출금,542155,741222,ATM 출금
2026-08-07 23:32:39,입금,499734,1240956,정OO
2026-08-08 00:36:35,출금,370796,870160,ATM 출금
2026-08-08 00:56:22,입금,376319,1246479,서OO
2026-08-08 02:34:56,출금,297187,949292,ATM 출금
2026-08-09 00:31:41,입금,802681,1751973,신OO
2026-08-09 02:23:19,출금,498685,1253288,ATM 출금
