거래일시,구분,금액,거래후잔액,상대방
2026-08-03 01:00:00,입금,668845,668845,서OO
2026-08-03 02:05:05,출금,572970,95875,ATM 출금
2026-08-05 04:21:26,입금,864365,960240,오OO
2026-08-05 05:40:35,출금,640754,319486,ATM 출금
2026-08-06 01:33:45,입금,530080,849566,강OO
2026-08-06 02:47:28,출금,347490,502076,ATM 출금
2026-08-07 04:15:05,입금,723956,1226032,박OO
2026-08-07 06:00:43,출금,628261,597771,ATM 출금
2026-08-08 23:03:31,입금,860069,1457840,권OO
2026-08-09 00:08:58,출금,624200,833640,ATM 출금
2026-08-09 00:19:46,입금,749433,1583073,신OO
2026-08-09 01:31:19,출금,389790,1193283,ATM 출금
