거래일시,구분,금액,거래후잔액,상대방
2026-06-03 11:12:00,입금,898216,898216,서주원
2026-06-11 17:44:00,입금,587241,1485457,서주원
2026-06-12 12:51:00,출금,335891,1149566,인건비
2026-06-12 15:02:00,출금,345391,804175,임대료
2026-06-16 09:46:00,입금,940490,1744665,조현우
2026-06-18 09:24:00,입금,857239,2601904,최민준
2026-06-18 14:59:00,입금,797562,3399466,조현우
2026-06-20 16:04:00,입금,1036130,4435596,조현우
2026-06-30 12:59:00,입금,1108446,5544042,한시우
2026-06-30 15:16:00,입금,981343,6525385,한시우
2026-07-06 10:20:00,입금,1121024,7646409,최민준
2026-07-07 16:30:00,입금,718635,8365044,강지호
2026-07-09 17:32:00,입금,1365498,9730542,강지호
2026-07-10 11:55:00,출금,483195,9247347,인건비
2026-07-10 15:33:00,입금,728914,9976261,정도윤
2026-07-11 14:17:00,출금,322942,9653319,매입대금
2026-07-12 16:13:00,입금,1100005,10753324,서주원
2026-07-16 16:09:00,입금,1234692,11988016,조현우
2026-07-17 09:27:00,입금,661303,12649319,최민준
2026-07-17 16:16:00,입금,1120221,13769540,조현우
2026-07-22 15:28:00,입금,802630,14572170,정도윤
2026-07-25 13:36:00,입금,803906,15376076,서주원
2026-07-26 14:58:00,입금,530679,15906755,조현우
2026-07-27 12:01:00,입금,1258179,17164934,한시우
2026-07-31 11:01:00,입금,608802,17773736,한시우
2026-07-31 16:36:00,입금,747235,18520971,최민준
2026-08-06 10:34:00,입금,996750,19517721,강지호
2026-08-08 12:18:00,출금,280113,19237608,매입대금
2026-08-09 10:58:00,입금,1243170,20480778,조현우
2026-08-16 09:39:00,입금,834572,21315350,조현우
2026-08-19 16:45:00,입금,1328477,22643827,최민준
2026-08-20 13:34:00,입금,1099287,23743114,정도윤
2026-08-24 15:38:00,입금,606606,24349720,강지호
2026-08-26 11:23:00,입금,513668,24863388,서주원
2026-08-28 14:22:00,입금,1396188,26259576,정도윤
