거래일시,구분,금액,거래후잔액,상대방
2026-06-05 12:44:00,입금,193813,193813,한OO
2026-06-06 11:39:00,입금,140747,334560,조OO
2026-06-10 15:36:00,입금,111123,445683,박OO
2026-06-12 13:36:00,입금,251740,697423,박OO
2026-06-17 18:08:00,입금,191996,889419,한OO
2026-06-21 15:35:00,출금,285685,603734,생활비
2026-06-25 18:49:00,입금,89673,693407,한OO
2026-06-27 11:12:00,출금,360773,332634,통신비
2026-07-01 13:49:00,입금,200070,532704,조OO
2026-07-02 11:21:00,입금,105105,637809,조OO
2026-07-04 18:55:00,입금,148572,786381,정OO
2026-07-09 11:18:00,출금,379226,407155,통신비
2026-07-09 12:41:00,입금,285135,692290,조OO
2026-07-09 18:41:00,입금,225374,917664,조OO
2026-07-10 14:31:00,입금,261758,1179422,정OO
2026-07-14 20:01:00,입금,213560,1392982,조OO
2026-07-20 16:37:00,입금,202829,1595811,박OO
2026-07-24 20:29:00,입금,111568,1707379,조OO
2026-07-29 09:54:00,입금,46073,1753452,강OO
2026-07-30 09:35:00,입금,237231,1990683,조OO
2026-08-06 11:48:00,입금,250113,2240796,정OO
2026-08-07 09:39:00,입금,72772,2313568,한OO
2026-08-15 21:40:00,입금,43764,2357332,조OO
2026-08-22 09:52:00,입금,74755,2432087,강OO
2026-08-23 19:47:00,입금,170219,2602306,강OO
