거래일시,구분,금액,거래후잔액,상대방
2026-08-03 02:00:00,입금,1393156,1393156,신OO
2026-08-03 03:58:02,출금,1351101,42055,타행이체
2026-08-03 17:55:01,입금,1111627,1153682,장OO
2026-08-03 19:37:40,출금,952124,201558,타행이체
2026-08-04 17:01:12,입금,1591066,1792624,권OO
2026-08-04 18:19:28,출금,1323879,468745,타행이체
2026-08-04 13:36:00,입금,1999146,2467891,최OO
2026-08-04 16:14:24,출금,1738920,728971,타행이체
2026-08-04 13:08:43,입금,1791903,2520874,강OO
2026-08-04 16:06:59,출금,1674904,845970,타행이체
2026-08-05 17:21:41,입금,1118987,1964957,김OO
2026-08-05 18:10:38,출금,1078826,886131,타행이체
