거래일시,구분,금액,거래후잔액,상대방
2026-06-01 15:56:00,입금,1068061,1068061,윤예준
2026-06-02 14:35:00,입금,990341,2058402,서지우
2026-06-07 10:55:00,입금,678082,2736484,최시우
2026-06-09 12:49:00,입금,690120,3426604,오지호
2026-06-10 15:24:00,출금,220916,3205688,매입대금
2026-06-12 11:16:00,출금,330825,2874863,임대료
2026-06-12 17:01:00,입금,658175,3533038,오지호
2026-06-15 11:40:00,입금,461324,3994362,오지호
2026-06-15 12:59:00,입금,1139945,5134307,정우진
2026-06-16 09:01:00,입금,809386,5943693,윤예준
2026-06-22 12:34:00,입금,1104318,7048011,윤예준
2026-07-04 10:25:00,입금,1274244,8322255,윤예준
2026-07-12 15:18:00,출금,413058,7909197,관리비
2026-07-12 17:22:00,입금,1381188,9290385,서지우
2026-07-14 10:55:00,입금,820521,10110906,오지호
2026-07-16 11:16:00,입금,1352273,11463179,오지호
2026-07-16 16:40:00,입금,565080,12028259,오지호
2026-07-19 16:31:00,입금,1010805,13039064,최시우
2026-07-21 10:00:00,입금,1390957,14430021,최시우
2026-07-24 15:05:00,입금,646629,15076650,정우진
2026-07-25 17:53:00,입금,1085743,16162393,오지호
2026-07-26 12:46:00,입금,1012024,17174417,강하윤
2026-07-29 13:52:00,입금,415474,17589891,서지우
2026-07-30 13:59:00,입금,1377017,18966908,서지우
2026-08-02 15:34:00,입금,1221414,20188322,최도윤
2026-08-04 10:50:00,입금,1065046,21253368,윤예준
2026-08-06 09:31:00,입금,1012554,22265922,최도윤
2026-08-06 10:24:00,입금,695442,22961364,최소율
2026-08-11 15:51:00,출금,292826,22668538,매입대금
2026-08-12 16:42:00,입금,502664,23171202,오지호
2026-08-22 16:04:00,입금,699105,23870307,정우진
2026-08-22 16:38:00,입금,574389,24444696,정우진
2026-08-23 10:13:00,입금,521035,24965731,서지우
2026-08-23 10:50:00,입금,1150981,26116712,강하윤
2026-08-23 16:56:00,입금,1321981,27438693,최소율
2026-08-25 09:43:00,입금,594851,28033544,서지우
