거래일시,구분,금액,거래후잔액,상대방
2026-06-04 11:36:00,입금,696451,696451,정준서
2026-06-05 09:29:00,입금,706327,1402778,최건우
2026-06-07 11:06:00,입금,677405,2080183,조지민
2026-06-08 09:22:00,입금,853014,2933197,오채원
2026-06-11 09:35:00,입금,915633,3848830,이수아
2026-06-11 15:53:00,입금,1035770,4884600,조지민
2026-06-12 13:49:00,입금,1199213,6083813,최건우
2026-06-13 12:37:00,출금,457805,5626008,관리비
2026-06-13 12:49:00,출금,414092,5211916,임대료
2026-06-17 09:28:00,입금,1386776,6598692,정준서
2026-06-18 15:39:00,입금,689930,7288622,조지민
2026-06-22 13:58:00,입금,564136,7852758,이수아
2026-06-23 10:05:00,입금,601939,8454697,오채원
2026-06-28 15:22:00,입금,532731,8987428,오채원
2026-06-30 15:20:00,입금,684076,9671504,오채원
2026-07-07 15:12:00,입금,892738,10564242,오채원
2026-07-09 10:58:00,출금,415820,10148422,관리비
2026-07-10 13:13:00,입금,718862,10867284,정준서
2026-07-11 12:59:00,입금,1301950,12169234,조지민
2026-07-12 11:44:00,출금,409952,11759282,인건비
2026-07-18 12:50:00,입금,1182169,12941451,조지민
2026-07-19 14:50:00,입금,1352538,14293989,오채원
2026-07-22 13:13:00,입금,861865,15155854,오채원
2026-07-22 15:11:00,입금,559097,15714951,최건우
2026-07-22 15:52:00,입금,583700,16298651,정준서
2026-07-23 09:11:00,입금,1201909,17500560,오채원
2026-07-24 16:25:00,입금,1365940,18866500,오채원
2026-07-25 09:14:00,입금,640044,19506544,조지민
2026-07-25 15:40:00,입금,1393620,20900164,최건우
2026-07-27 11:23:00,입금,485131,21385295,최건우
2026-07-28 15:47:00,입금,507570,21892865,이수아
2026-07-30 17:24:00,입금,845790,22738655,이수아
2026-08-08 11:31:00,출금,260776,22477879,인건비
2026-08-10 11:02:00,입금,947957,23425836,정준서
2026-08-12 17:33:00,입금,489318,23915154,최건우
2026-08-13 09:39:00,입금,573982,24489136,오채원
2026-08-14 11:40:00,입금,778411,25267547,최건우
2026-08-24 13:30:00,입금,917781,26185328,정준서
2026-08-27 13:43:00,입금,696745,26882073,이수아
2026-08-28 11:45:00,입금,1051194,27933267,이수아
