거래일시,구분,금액,거래후잔액,상대방
2026-08-04 04:00:00,입금,526895,526895,윤OO
2026-08-04 04:54:53,출금,387707,139188,ATM 출금
2026-08-06 23:36:07,입금,596745,735933,신OO
2026-08-07 00:23:35,출금,352672,383261,ATM 출금
2026-08-07 04:23:47,입금,314835,698096,장OO
2026-08-07 05:05:10,출금,163149,534947,ATM 출금
2026-08-07 04:56:30,입금,606327,1141274,박OO
2026-08-07 06:23:54,출금,485738,655536,ATM 출금
2026-08-08 03:58:03,입금,312861,968397,정OO
2026-08-08 05:10:18,출금,211552,756845,ATM 출금
2026-08-09 01:48:40,입금,353872,1110717,신OO
2026-08-09 03:01:40,출금,293305,817412,ATM 출금
2026-08-10 03:49:06,입금,377680,1195092,한OO
2026-08-10 05:20:52,출금,211761,983331,ATM 출금
