거래일시,구분,금액,거래후잔액,상대방
2026-08-03 00:00:00,입금,1325602,1325602,한OO
2026-08-03 00:44:34,출금,1201880,123722,타행이체
2026-08-03 22:18:55,입금,1724473,1848195,임OO
2026-08-03 23:43:39,출금,1418103,430092,타행이체
2026-08-04 13:35:32,입금,1485179,1915271,박OO
2026-08-04 14:35:39,출금,1386722,528549,타행이체
2026-08-04 02:36:14,입금,1567258,2095807,신OO
2026-08-04 03:30:55,출금,1497339,598468,타행이체
2026-08-05 09:09:27,입금,1418956,2017424,서OO
2026-08-05 09:56:43,출금,1367436,649988,타행이체
2026-08-05 13:17:01,입금,1273148,1923136,신OO
2026-08-05 15:47:42,출금,1097684,825452,타행이체
2026-08-05 02:36:32,입금,829189,1654641,장OO
2026-08-05 03:25:05,출금,715307,939334,타행이체
