거래일시,구분,금액,거래후잔액,상대방
2026-08-29 03:09:06,입금,2008613,2008613,임OO
2026-08-29 06:39:20,출금,1845745,162868,ATM 출금
2026-08-29 12:31:51,입금,2391375,2554243,강OO
2026-08-29 15:47:51,출금,2137877,416366,ATM 출금
2026-08-29 22:27:42,입금,1328949,1745315,장OO
2026-08-30 01:41:53,출금,1215438,529877,ATM 출금
2026-08-30 03:02:52,입금,1973682,2503559,신OO
2026-08-30 04:16:33,출금,1856281,647278,ATM 출금
2026-08-30 10:43:52,입금,3498163,4145441,강OO
2026-08-30 14:38:16,출금,3192555,952886,ATM 출금
2026-08-30 18:32:09,입금,2889744,3842630,윤OO
2026-08-30 20:13:12,출금,2702788,1139842,ATM 출금
2026-08-31 00:47:18,입금,1779040,2918882,한OO
2026-08-31 03:32:45,출금,1633171,1285711,ATM 출금
